age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
38,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
31,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
53,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,99999,0,50,United-States
21,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,30,United-States
50,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
31,Private,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,India
71,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,Masters,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States
18,Private,12th,Never-married,Sales,Own-child,White,Male,594,0,14,United-States
27,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States
30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,United-States
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
18,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
39,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
57,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
51,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
42,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,0,0,50,United-States
24,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States
32,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
26,Private,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
41,Private,5th-6th,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,Mexico
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,42,United-States
69,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
54,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States
27,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States
49,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,12th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
22,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
23,Private,10th,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States
27,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
53,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,70,United-States
66,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Male,0,0,12,United-States
33,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States
20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
44,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
32,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States
46,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States
63,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
23,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
41,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico
19,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States
49,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
32,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,Ireland
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50,United-States
18,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States
23,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,48,United-States
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
51,Private,Doctorate,Divorced,Craft-repair,Not-in-family,White,Female,4787,0,60,United-States
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
59,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,Guatemala
37,Private,10th,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States
42,Private,Some-college,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30,United-States
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,45,United-States
26,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States
33,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
29,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States
49,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States
17,Private,11th,Never-married,Prof-specialty,Other-relative,White,Female,0,0,25,United-States
50,Self-emp-not-inc,10th,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States
22,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States
24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,60,United-States
67,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
42,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico
68,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
42,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
31,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States
29,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States
21,Private,HS-grad,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,38,United-States
27,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,45,United-States
34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States
29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
25,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
24,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States
19,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,United-States
63,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
34,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
27,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States
36,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
48,Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1573,40,United-States
54,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
45,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
20,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
25,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,Mexico
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,45,United-States
61,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
26,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
29,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
51,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,8614,0,40,United-States
26,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States
28,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States
17,State-gov,10th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
31,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
34,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States
40,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
74,Federal-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Male,0,0,17,United-States
44,Federal-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
46,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,36,United-States
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
28,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
39,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,22,United-States
26,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines
17,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
42,Private,10th,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States
32,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States
57,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,12,United-States
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States
34,Private,Assoc-acdm,Divorced,Adm-clerical,Own-child,White,Female,0,0,35,United-States
51,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States
66,Private,Bachelors,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,99,United-States
20,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran
52,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
23,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
31,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,United-States
36,Private,10th,Divorced,Sales,Own-child,White,Male,0,0,40,United-States
32,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Columbia
26,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
66,Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States
39,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,99,Japan
52,Private,12th,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40,Cuba
40,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States
19,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
49,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
31,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
22,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
29,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,55,United-States
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Greece
59,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,14,Cuba
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
31,Private,11th,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
26,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,Hungary
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States
75,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,United-States
45,Self-emp-inc,Masters,Divorced,Sales,Unmarried,White,Female,25236,0,42,United-States
40,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States
22,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20,United-States
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
35,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,5178,0,50,United-States
55,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
25,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Mexico
60,Private,7th-8th,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Cuba
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
30,Private,HS-grad,Separated,Farming-fishing,Unmarried,White,Female,0,0,14,United-States
27,Private,10th,Never-married,Sales,Other-relative,White,Male,0,1980,40,United-States
25,Local-gov,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam
43,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
69,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
52,Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
23,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States
64,State-gov,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
48,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
38,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States
58,Private,Some-college,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
31,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,70,Taiwan
30,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
60,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
47,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
23,Private,Some-college,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States
19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States
32,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,0,0,16,United-States
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
53,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28,Local-gov,HS-grad,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,United-States
79,Local-gov,Doctorate,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
53,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
28,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States
52,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,50,United-States
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
17,Private,10th,Never-married,Prof-specialty,Own-child,White,Female,0,0,4,United-States
59,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
23,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,70,United-States
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States
40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,41,United-States
23,Private,12th,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
43,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,United-States
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,France
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States
31,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
36,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States
27,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States
25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
18,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,0,0,6,United-States
57,Self-emp-not-inc,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States
37,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States
18,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,28,United-States
70,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
46,Private,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States
55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,United-States
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
55,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
65,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States
55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
33,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
25,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,35,United-States
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States
38,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
